ID,Name,Name_DE,Ing,Icon,Form,Type1,Type2,Generation,Hight,Gewicht,Pre_Evo,Post_Evo,Evo_Typ
117,Seadra,Seemon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/117.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/117.png,,Water,,1,1.2,25,Horsea,Kingdra,LevelUp
118,Goldeen,Goldini,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/118.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/118.png,,Water,,1,0.6,15,,Seaking,LevelUp
119,Seaking,Golking,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/119.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/119.png,,Water,,1,1.3,39,Goldeen,,LevelUp
120,Staryu,Sterndu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/120.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/120.png,,Water,,1,0.8,34.5,,Starmie,LevelUp
121,Starmie,Starmie,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/121.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/121.png,,Water,Psychic,1,1.1,80,Staryu,,useItem
122,Mr. Mime,Pantimos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/122.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/122.png,,Psychic,Fairy,1,1.3,54.5,Mime Jr.,,levelMove
123,Scyther,Sichlor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/123.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/123.png,,Bug,Flying,1,1.5,56,,Scizor,LevelUp
124,Jynx,Rossana,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/124.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/124.png,,Ice,Psychic,1,1.4,40.6,Smoochum,,LevelUp
125,Electabuzz,Elektek,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/125.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/125.png,,Electric,,1,1.1,30,Elekid,Electivire,LevelUp
126,Magmar,Magmar,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/126.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/126.png,,Fire,,1,1.3,44.5,Magby,Magmortar,LevelUp
127,Pinsir,Pinsir,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/127.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/127.png,,Bug,,1,1.5,55,,,LevelUp
128,Tauros,Tauros,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/128.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/128.png,,Normal,,1,1.4,88.4,,,LevelUp
129,Magikarp,Karpador,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/129.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/129.png,,Water,,1,0.9,10,,Gyarados,LevelUp
130,Gyarados,Garados,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/130.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/130.png,,Water,Flying,1,6.5,235,Magikarp,,LevelUp
131,Lapras,Lapras,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/131.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/131.png,,Water,Ice,1,2.5,220,,,LevelUp
132,Ditto,Ditto,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/132.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/132.png,,Normal,,1,0.3,4,,,LevelUp
133,Eevee,Evoli,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/133.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/133.png,,Normal,,1,0.3,6.5,,Vaporeon,LevelUp
134,Vaporeon,Aquana,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/134.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/134.png,,Water,,1,1,29,Eevee,,useItem
135,Jolteon,Blitza,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/135.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/135.png,,Electric,,1,0.8,24.5,Eevee,,useItem
136,Flareon,Flamara,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/136.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/136.png,,Fire,,1,0.9,25,Eevee,,useItem
137,Porygon,Porygon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/137.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/137.png,,Normal,,1,0.8,36.5,,Porygon2,LevelUp
138,Omanyte,Amonitas,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/138.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/138.png,,Rock,Water,1,0.4,7.5,,Omastar,LevelUp
139,Omastar,Amoroso,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/139.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/139.png,,Rock,Water,1,1,35,Omanyte,,LevelUp
140,Kabuto,Kabuto,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/140.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/140.png,,Rock,Water,1,0.5,11.5,,Kabutops,LevelUp
141,Kabutops,Kabutops,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/141.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/141.png,,Rock,Water,1,1.3,40.5,Kabuto,,LevelUp
142,Aerodactyl,Aerodactyl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/142.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/142.png,,Rock,Flying,1,1.8,59,,,LevelUp
143,Snorlax,Relaxo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/143.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/143.png,,Normal,,1,2.1,460,Munchlax,,levelFriendship
144,Articuno,Arktos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/144.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/144.png,,Ice,Flying,1,1.7,55.4,,,LevelUp
145,Zapdos,Zapdos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/145.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/145.png,,Electric,Flying,1,1.6,52.6,,,LevelUp
146,Moltres,Lavados,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/146.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/146.png,,Fire,Flying,1,2,60,,,LevelUp
147,Dratini,Dratini,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/147.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/147.png,,Dragon,,1,1.8,3.3,,Dragonair,LevelUp
148,Dragonair,Dragonir,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/148.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/148.png,,Dragon,,1,4,16.5,Dratini,Dragonite,LevelUp
149,Dragonite,Dragoran,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/149.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/149.png,,Dragon,Flying,1,2.2,210,Dragonair,,LevelUp
150,Mewtwo,Mewtu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/150.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/150.png,,Psychic,,1,2,122,,,LevelUp
151,Mew,Mew,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/151.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/151.png,,Psychic,,1,0.4,4,,,LevelUp
152,Endivie,Chikorita,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/152.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/152.png,,Grass,,2,0.9,6.4,,Bayleef,LevelUp
153,Lorblatt,Bayleef,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/153.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/153.png,,Grass,,2,1.2,15.8,Chikorita,Meganium,LevelUp
154,Meganie,Meganium,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/154.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/154.png,,Grass,,2,1.8,100.5,Bayleef,,LevelUp
155,Feurigel,Cyndaquil,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/155.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/155.png,,Fire,,2,0.5,7.9,,Quilava,LevelUp
156,Igelavar,Quilava,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/156.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/156.png,,Fire,,2,0.9,19,Cyndaquil,Typhlosion,LevelUp
157,Tornupto,Typhlosion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/157.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/157.png,,Fire,,2,1.7,79.5,Quilava,,LevelUp
158,Karnimani,Totodile,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/158.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/158.png,,Water,,2,0.6,9.5,,Croconaw,LevelUp
159,Tyracroc,Croconaw,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/159.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/159.png,,Water,,2,1.1,25,Totodile,Feraligatr,LevelUp
160,Impergator,Feraligatr,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/160.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/160.png,,Water,,2,2.3,88.8,Croconaw,,LevelUp
161,Wiesor,Sentret,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/161.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/161.png,,Normal,,2,0.8,6,,Furret,LevelUp
162,Wiesenior,Furret,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/162.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/162.png,,Normal,,2,1.8,32.5,Sentret,,LevelUp
163,Hoothoot,Hoothoot,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/163.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/163.png,,Normal,Flying,2,0.7,21.2,,Noctowl,LevelUp
164,Noctuh,Noctowl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/164.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/164.png,,Normal,Flying,2,1.6,40.8,Hoothoot,,LevelUp
165,Ledyba,Ledyba,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/165.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/165.png,,Bug,Flying,2,1,10.8,,Ledian,LevelUp
166,Ledian,Ledian,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/166.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/166.png,,Bug,Flying,2,1.4,35.6,Ledyba,,LevelUp
167,Webarak,Spinarak,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/167.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/167.png,,Bug,Poison,2,0.5,8.5,,Ariados,LevelUp
168,Ariados,Ariados,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/168.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/168.png,,Bug,Poison,2,1.1,33.5,Spinarak,,LevelUp
169,Iksbat,Crobat,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/169.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/169.png,,Poison,Flying,2,1.8,75,Golbat,,levelFriendship
170,Lampi,Chinchou,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/170.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/170.png,,Water,Electric,2,0.5,12,,Lanturn,LevelUp
171,Lanturn,Lanturn,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/171.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/171.png,,Water,Electric,2,1.2,22.5,Chinchou,,LevelUp
172,Pichu,Pichu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/172.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/172.png,,Electric,,2,0.3,2,,Pikachu,LevelUp
173,Pii,Cleffa,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/173.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/173.png,,Fairy,,2,0.3,3,,Clefairy,LevelUp
174,Fluffeluff,Igglybuff,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/174.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/174.png,,Normal,Fairy,2,0.3,1,,Jigglypuff,LevelUp
175,Togepi,Togepi,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/175.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/175.png,,Fairy,,2,0.3,1.5,,Togetic,LevelUp
176,Togetic,Togetic,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/176.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/176.png,,Fairy,Flying,2,0.6,3.2,Togepi,Togekiss,levelFriendship
177,Natu,Natu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/177.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/177.png,,Psychic,Flying,2,0.2,2,,Xatu,LevelUp
178,Xatu,Xatu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/178.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/178.png,,Psychic,Flying,2,1.5,15,Natu,,LevelUp
179,Voltilamm,Mareep,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/179.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/179.png,,Electric,,2,0.6,7.8,,Flaaffy,LevelUp
180,Waaty,Flaaffy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/180.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/180.png,,Electric,,2,0.8,13.3,Mareep,Ampharos,LevelUp
181,Ampharos,Ampharos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/181.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/181.png,,Electric,,2,1.4,61.5,Flaaffy,,LevelUp
182,Blubella,Bellossom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/182.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/182.png,,Grass,,2,0.4,5.8,Gloom,,useItem
183,Marill,Marill,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/183.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/183.png,,Water,Fairy,2,0.4,8.5,Azurill,Azumarill,levelFriendship
184,Azumarill,Azumarill,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/184.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/184.png,,Water,Fairy,2,0.8,28.5,Marill,,LevelUp
185,Mogelbaum,Sudowoodo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/185.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/185.png,,Rock,,2,1.2,38,Bonsly,,levelMove
186,Quaxo,Politoed,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/186.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/186.png,,Water,,2,1.1,33.9,Poliwhirl,,trade
187,Hoppspross,Hoppip,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/187.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/187.png,,Grass,Flying,2,0.4,0.5,,Skiploom,LevelUp
188,Hubelupf,Skiploom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/188.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/188.png,,Grass,Flying,2,0.6,1,Hoppip,Jumpluff,LevelUp
189,Papungha,Jumpluff,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/189.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/189.png,,Grass,Flying,2,0.8,3,Skiploom,,LevelUp
190,Griffel,Aipom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/190.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/190.png,,Normal,,2,0.8,11.5,,Ambipom,LevelUp
191,Sonnkern,Sunkern,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/191.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/191.png,,Grass,,2,0.3,1.8,,Sunflora,LevelUp
192,Sonnflora,Sunflora,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/192.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/192.png,,Grass,,2,0.8,8.5,Sunkern,,useItem
193,Yanma,Yanma,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/193.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/193.png,,Bug,Flying,2,1.2,38,,Yanmega,LevelUp
194,Felino,Wooper,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/194.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/194.png,,Water,Ground,2,0.4,8.5,,Quagsire,LevelUp
195,Morlord,Quagsire,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/195.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/195.png,,Water,Ground,2,1.4,75,Wooper,,LevelUp
196,Psiana,Espeon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/196.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/196.png,,Psychic,,2,0.9,26.5,Eevee,,levelFriendship
197,Nachtara,Umbreon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/197.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/197.png,,Dark,,2,1,27,Eevee,,levelFriendship
198,Kramurx,Murkrow,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/198.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/198.png,,Dark,Flying,2,0.5,2.1,,Honchkrow,LevelUp
199,Laschoking,Slowking,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/199.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/199.png,,Water,Psychic,2,2,79.5,Slowpoke,,trade
200,Traunfugil,Misdreavus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/200.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/200.png,,Ghost,,2,0.7,1,,Mismagius,LevelUp
201,Icognito,Unown,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/201.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/201.png,,Psychic,,2,0.5,5,,,LevelUp
202,Woingenau,Wobbuffet,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/202.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/202.png,,Psychic,,2,1.3,28.5,Wynaut,,LevelUp
203,Girafarig,Girafarig,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/203.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/203.png,,Normal,Psychic,2,1.5,41.5,,Farigiraf,LevelUp
204,Tannza,Pineco,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/204.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/204.png,,Bug,,2,0.6,7.2,,Forretress,LevelUp
205,Forstellka,Forretress,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/205.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/205.png,,Bug,Steel,2,1.2,125.8,Pineco,,LevelUp
206,Dummisel,Dunsparce,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/206.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/206.png,,Normal,,2,1.5,14,,Dudunsparce,LevelUp
207,Skorgla,Gligar,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/207.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/207.png,,Ground,Flying,2,1.1,64.8,,Gliscor,LevelUp
208,Stahlos,Steelix,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/208.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/208.png,,Steel,Ground,2,9.2,400,Onix,,trade
209,Snubbull,Snubbull,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/209.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/209.png,,Fairy,,2,0.6,7.8,,Granbull,LevelUp
210,Granbull,Granbull,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/210.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/210.png,,Fairy,,2,1.4,48.7,Snubbull,,LevelUp
211,Baldorfish,Qwilfish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/211.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/211.png,,Water,Poison,2,0.5,3.9,,,LevelUp
212,Scherox,Scizor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/212.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/212.png,,Bug,Steel,2,1.8,118,Scyther,,trade
213,Pottrott,Shuckle,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/213.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/213.png,,Bug,Rock,2,0.6,20.5,,,LevelUp
214,Skaraborn,Heracross,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/214.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/214.png,,Bug,Fighting,2,1.5,54,,,LevelUp
215,Sniebel,Sneasel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/215.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/215.png,,Dark,Ice,2,0.9,28,,Weavile,LevelUp
216,Teddiursa,Teddiursa,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/216.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/216.png,,Normal,,2,0.6,8.8,,Ursaring,LevelUp
217,Ursaring,Ursaring,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/217.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/217.png,,Normal,,2,1.8,125.8,Teddiursa,Ursaluna,LevelUp
218,Schneckmag,Slugma,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/218.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/218.png,,Fire,,2,0.7,35,,Magcargo,LevelUp
219,Magcargo,Magcargo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/219.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/219.png,,Fire,Rock,2,0.8,55,Slugma,,LevelUp
220,Quiekel,Swinub,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/220.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/220.png,,Ice,Ground,2,0.4,6.5,,Piloswine,LevelUp
221,Keifel,Piloswine,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/221.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/221.png,,Ice,Ground,2,1.1,55.8,Swinub,Mamoswine,LevelUp
222,Corasonn,Corsola,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/222.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/222.png,,Water,Rock,2,0.6,5,,,LevelUp
223,Remoraid,Remoraid,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/223.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/223.png,,Water,,2,0.6,12,,Octillery,LevelUp
224,Octillery,Octillery,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/224.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/224.png,,Water,,2,0.9,28.5,Remoraid,,LevelUp
